Word,Related,Value
试了试,2,0.058633348316432646
店铺,8,1.4516976551118168
想到,4,0.5939850298600731
电商,7,0.8668449227374789
赞赞赞,8,1.7840317881778553
很强,1,1.6973415089166601
工作人员,9,0.4596287840565128
电用,7,-0.8197501312879812
多个,4,-0.27387581109135606
照像,5,0.7854402947238596
多点,7,0.17063302196610336
非要,6,-0.6557459078627453
擦擦,7,-0.23682758785772196
很长,3,0.21623340571200775
几台,0,0
输入法,7,0.4807028322458902
似乎,8,-0.17242073922874102
电池电量,6,-0.6175964200772336
相素,5,0.4760884606765262
真货,7,1.9495670200856607
多用,3,0.2173634779537096
妥妥,8,0.5966907711447696
水果机,5,0.8584754076367996
听不见,6,-0.3066133362847781
很卡,1,0.39063857936190916
外型,9,1.9148963442864715
商品质量,4,1.6510995671140307
靓丽,9,2.1396801386219266
直想,3,1.2656172085331792
连不上,4,0.23482965191137395
最快,2,0.20149025226711453
还算,5,0.4095377406174666
花屏,6,-1.816019831904315
拆过,9,0.6660757127281157
第四部,0,0
截图,7,0.12415384757764893
待用,5,0.9448706580265058
联发科,8,0.5887774967261296
低配,6,0.5657656099277589
买好,4,1.4478109456257644
非常感谢,4,2.037446645650474
防抖,7,0.7253224100395631
用券,5,1.018453159391198
越用,2,0.6077305916640209
千万别,6,-0.49097493005287096
手机店,7,0.7382363733590698
半月,6,-0.34944742493385306
钢化玻璃,3,0.58583535515765
很慢,2,-0.2556467519884472
看过,3,-0.10702205778800249
哪个,5,-1.0644477917862074
强多,3,0.44584051744086733
新买,2,0.14608953665302662
打个,5,-0.694201325232546
手环,4,1.1863364106166479
要用,3,-0.06660869495758663
拍杆,6,0.8915980736558141
很酷,6,2.4216858615070294
寸屏,7,0.555036651861065
本想,6,0.0056046444207448936
摔碎,4,-1.0992703550053746
慢点,2,-0.23873497326458681
顺滑,8,1.5914265203767295
三部,0,0
掉线,6,-1.2309998951759324
右上角,7,-0.18541892939543184
字数,5,-0.16643346017079397
所说,7,0.14510003594966617
玩个,4,0.6579183697065425
满满的,6,1.033965400206385
黑点,6,-0.47944004560217435
告知,10,0.14786522425874335
字大,5,0.6425385971542479
不錯,1,2.257705063094574
买贵,3,-0.6574937424361549
贯,6,1.1794142373604108
到时候,4,0.164958942852434
够买,6,1.903700349230216
几款,1,-0.01167223734390706
很难,3,-0.8607585954765659
玩起来,2,0.10792810788976351
断网,4,-1.5017430743654188
进水,5,-0.9727922002647823
十分满意,4,1.4298346606756054
亲民,6,1.042343446992616
贵点,2,2.1128327464702084
好慢,2,-0.27553464867035754
不小,2,0.09538176175936394
用个,3,-0.46934064531470837
极好,6,1.6837479196748368
太少,4,0.10111832229010952
疯,8,0.33377584542529015
好长时间,3,-0.7919840883397705
多花,7,0.22191248363052754
右下角,7,-0.23208189446745692
插上,7,-0.11722713897812409
太烂,2,-0.5489737111577857
较大,4,0.13376028476345198
美观大方,9,2.4855242881086586
配版,4,1.70496620704461
下子,3,-0.5189772316413771
苹果机,7,0.6520197927098111
爸爸妈妈,9,0.6799182676551194
买错,4,0.40133676393912343
寄过来,6,0.378454537062143
看不出来,4,-0.315115592760753
侧边,10,-0.21164923433083502
有货,6,0.5794740124335068
查不到,8,0.4889013040252877
官网查,5,0.8439950429292834
挺舒服,4,1.1172248805178324
两三天,3,-0.520010688720988
点下,2,-0.9625159837204799
不经用,3,0.3131976722800894
大容量,4,0.7950620028788725
充不进,0,0
存储卡,4,0.03890873360206873
方便快捷,8,1.4392758678706556
亲们,8,1.3085801040085698
指纹锁,5,0.3440323846492279
不玩,3,0.1268209551927182
塑封,8,0.6290703837501096
没出,2,-0.5042341751989393
大字体,3,0.14116853806981974
用安卓,7,0.08422245025621211
查过,6,0.10398160124854944
金属外壳,7,1.387248354394544
老款,3,0.8212352124356163
没试,3,0.35695987882794383
自拍杆,5,0.8259960866483048
拍照片,5,0.36782047717794847
老牌子,6,1.7044976667305747
奇酷,6,0.35113452969440795
反应迟钝,3,-1.54976183484422
万多,4,0.6082377218996011
十多天,2,-1.7515021768534624
不多,5,-0.4624779751589755
黄屏,5,-0.34514879399999565
坏掉,5,-1.649236759930218
媳妇儿,10,0.6141525093893947
偏小,4,0.19035372245924576
不太会,7,0.2675471725757626
只手,5,-0.14418548291186575
几张,6,0.619325874915745
两周,3,-1.2242401584347613
份,6,0.17747732892440526
逼格,4,1.6434655931931976
没装,3,-0.287241053032319
味道,5,0.988370497457716
送点,2,2.0628619991277746
降到,8,1.2613938028335305
推送,7,-0.23683142756783673
听不清,6,-0.5145069087706572
麻麻,9,0.28958032531896283
这款机,3,1.3573849596201175
代买,7,1.2185815566585727
接听电话,5,-0.818491137198612
再也不会,2,-0.39480164188060174
截屏,7,-0.01992927728582023
挺值,1,0.3757725475542289
却是,5,0.21685028397639905
有点像,6,0.5437724676671304
好太多,1,-0.6223740587044589
没人,6,-0.013964647578482965
摆在,4,-0.07087044627272615
不可,7,-0.05239015201719429
太短,2,0.3199042864963379
经常出现,6,-0.8987916371745815
发了,5,0.14121937386998745
机里,3,0.4351722608332516
几分钟,3,-1.019555536211658
超给力,5,0.12288391038262603
蛮高,2,2.350836945869827
没坏,2,-1.918995478793796
这回,7,0.8012074391375074
暖手,9,0.3189011639666636
发个,8,0.21179018324094895
存储空间,5,0.5236697166247695
凑合着,6,-0.023952710182029657
全网,7,0.9476198732878858
退回去,4,-0.5071567180372036
小小的,3,0.07201965052762115
比安卓,5,0.38539531182897224
发短信,4,-0.31827343491508864
流畅性,7,0.6142715853147173
无货,4,0.3728873280228725
次电,3,-0.528969687385635
调货,6,0.29961423244532076
先说,3,0.6602538363054319
先买,3,-0.6412027848810381
全金属,6,0.9767545003326127
最小,7,-0.04347292759712058
这才,3,-0.1598098425203348
卡屏,3,-1.5749553781309116
直买,5,2.25877816782138
太漂亮,4,0.12309784546228977
网贵,2,-0.3119046189353052
领取,8,0.4424260583912637
不亮,8,-0.49527182564910166
爸用,7,-0.045050036407258034
不足之处,6,0.6878408493339392
中好,5,0.369574451112364
颗星,3,0.01176447499266507
电话号码,7,-0.23935999265375482
满格,5,0.18542335567146187
偏黄,5,0.3757538312796047
但用,2,-0.22672063421555436
双击,7,0.5598904254169214
太坑,1,1.0493611606699733
价格合理,3,1.8852755046056104
试机,4,0.4401485141172369
比红米,3,1.1483732836722844
百多,5,0.4090004845789167
没法用,0,0
去取,7,0.1398374017571898
不换,4,-1.3210751058785246
第四次,0,0
护眼,8,0.4719166207531096
质量保证,7,0.9840542939210379
送货到,8,0.872239401570506
还用,6,1.059669916904898
不输,6,0.39430578165618524
再大点,1,0.97625635377275
自提,9,0.39361554733326004
挺棒,1,3.5850370912767273
亮屏,6,-0.0759896787257421
实用性,5,0.3773744752116316
耐看,7,1.591493366546263
机中,3,0.4234807709144402
数码产品,5,0.7780127048181306
时会,6,-0.987585053193456
日后,8,0.6466921836886561
老客户,4,1.7362260733423895
内屏,6,-0.3691109715404249
天后,5,0.05444443173456681
满电,6,-0.0013896166978667468
对华,9,0.26456188839781003
努比亚,8,0.6689065527838378
极速,3,-0.8704199501436719
碎屏,3,-0.04172828065052111
机皇,6,1.1246179763074844
撒,9,0.39232390087719893
机好,1,-1.4906058753771152
全面,7,0.6525019105085512
不靠,9,0.025029756534160792
颗粒感,4,-0.8074773580018233
功能键,7,0.12554853298912888
个用,0,0
市面上,4,0.2575650414219214
反应速度快,6,1.596920907233482
太度,6,0.4706264951859113
冲电,3,-0.2559314982442511
别买,5,-0.6188888124047052
发错,4,0.1357441022730081
多星期,5,-0.33019880177321487
五颗星,3,0.30098591129653335
预订,5,1.1123436492690413
几点,7,-0.23496285943377407
连个,7,0.0478971944515015
屏键,7,-0.6134010521746365
开关机,7,0.23431685437629834
获得,4,0.28327287826812253
次性,3,-0.07964500439750734
会发,1,1.2248438428387345
出过,3,-0.08958881508838962
加载,6,0.3975798682925733
多长时间,3,-0.3076669226449474
有卡顿,0,0
真不知道,3,-0.7768945251332166
沒有,3,-0.11006964986618188
翘屏,2,-0.26648508205174104
挺高,2,1.6954031118929438
卡针,3,-0.5406812428966684
大够,4,1.1623701586742705
价格低,6,1.6126133951712307
使用方便,6,2.065877545199326
外音,7,0.13525948233050286
好几百,6,-0.5838954186232262
不发,0,0
充不上,0,0
二个,1,0.1866965924096745
选错,4,-0.03241882091682936
手机号,6,-0.08975416241890581
太次,2,-0.5451721941564995
基本功能,7,0.2749220757241262
起买,1,-0.9788716371200316
手写,5,-0.40956587962482993
快到,4,0.22672755635146732
触控,5,0.14617122754681094
尚可,6,0.4974169042915235
返现,9,0.10632513237432785
短时间,6,0.19416530235327986
好货,5,0.6711735936601031
就让,6,-0.317974817105353
买乐视,2,0.9485898811597284
配货,2,0.10216882919024184
拍出,6,0.8520816110258519
买下,5,0.829568527241854
用不上,2,-0.447240301522008
时买,9,1.2637763938007573
别说,7,-0.04569368846692158
装上,4,-0.5504637190618614
刚上,5,-0.4094403678227915
屏膜,6,-0.3323001398869748
变得,4,0.17288112314392054
内存不足,5,0.3790345564243762
服务质量,3,0.7922833189082977
之王,2,1.891915157197475
不亏,6,1.5846721964503478
中要,1,1.4946792445191541
几十块,3,-0.6481760843172409
试过,2,-0.33462332189730726
太薄,4,0.371018028891565
八核,6,0.4810855607901517
强烈推荐,6,0.15567864951207108
临时,8,0.34093543913545254
不错呀,3,0.650064246632055
屏显,5,0.9909703454261777
好多天,3,0.18535746612419665
略有,1,-0.002051844064657787
出货,5,0.810205659244542
几下,2,-0.5115960133124217
刮花,7,-0.32993106258408966
最起码,8,0.10423530472925573
不下,7,-0.13733068152437972
不动,5,-0.6964520372013441
打白条,6,1.3429551033547236
耳机线,3,-0.825711779394903
割手,4,0.6589905558448944
二十天,5,-0.8053962899232315
俩个,2,-0.01871451094951622
视屏,8,0.18172669887798532
十来天,1,-0.5226099397928035
时有,5,-0.09264895850963129
两千多,6,0.9996608189309534
太轻,4,-0.7229413648071186
单键,6,-0.02287804802970772
做成,8,0.9273744477369508
机能,4,0.2718823740451303
图个,5,0.6025161553234186
妈用,9,0.010127303693190272
省省,5,0.04000211903074176
几千块,2,-0.7303729868353064
再换,3,1.0157326253480508
易,4,0.4780642724899138
真给力,3,-0.027335443954798515
单卡,2,-0.6591353726769187
刚出,8,1.3252880507831861
骁龙版,4,1.0278706337440036
易用,7,1.5940237797301602
裸奔,6,-0.1365713060444551
刮痕,6,-0.9473470494677141
外屏,4,0.17265255922885142
断线,4,-1.2771880538788145
高好,5,1.0693226829643785
看个,5,0.3509138844593037
不出,3,0.10799176778194612
强太多,4,0.41724899849937236
加个,4,0.6772391313205781
看不出,4,-0.60392052695011
回事,2,-1.502631439069484
没多大,2,-0.8449810589047633
标准版,6,0.6791490974393283
三四天,3,-0.7596917308316499
今早,5,0.6228016325971852
多钱,6,-0.1376287079885458
好开心,7,1.1423940435609572
邮寄,6,-0.2785776258734517
响应速度,3,-0.03350164990641816
凑活,5,-0.09845510560154455
前两天,5,1.0773559740862586
太丑,2,0.592095530819831
真想,7,0.04713167001726707
己经,4,0.10275065199368363
感觉良好,3,0.3265213264174469
装卡,4,-0.28950274659527286
服务周到,4,0.9422222245550841
超慢,2,-0.2753181475886184
喜歡,7,0.8580020666939975
几条,8,0.545556368618479
前段时间,6,-0.115938896547082
这下,6,0.36389719558775613
最合适,2,0.5467824626231127
各个方面,7,0.7390131816500831
不信,6,-0.7276476317614443
美腿,6,0.41773253331669274
性价,5,1.2170450397642265
看不清,4,0.5814097850661928
只会,6,0.16564891921240468
换屏,7,0.31704172754612336
删不掉,7,-0.41418333555081677
不大好,1,-1.0036775107381746
把玩,3,-0.23553703314174887
分货,8,0.28344193229222125
分屏,5,0.01968632772287825
后用,0,0
传,8,0.20935248470299264
用够,3,0.9121761444329554
好差,2,1.5678051725793214
看清楚,3,-0.0927689850207567
怪怪的,4,-0.6721813074512271
相对来说,1,0.08705295245059837
第五部,0,0
没说,1,-1.8643502490231205
无可挑剔,6,1.6973632704912172
紫薯,4,0.6963935830686085
炫酷,8,2.32785423038608
般用,6,0.27933027525139287
第五个,0,0
三遍,5,-0.7378613809895045
想换,5,-0.6897366408657246
放着,6,0.4790228962299609
不来,4,0.6713993374989375
四星,4,0.8260643625508051
插进去,4,0.3232676168212621
太牛,1,1.1736794953017888
握持,4,1.1294271153801838
高点,3,0.6760700887012812
凑够,4,0.17209049772802598
几百元,2,-0.5356692564920785
信价,5,1.364408835646093
买时,7,1.2065563456791193
左下角,7,0.18711035414799973
应用程序,5,0.039749348365825075
蛮大,3,0.3174374096021108
太渣,1,0.642831389660323
鸡,7,0.7287284579334088
搞不懂,4,-1.3736021906507605
好多个,1,-0.01405176739672756
那款,5,1.086443193396987
滿意,5,1.136700356831533
玩微信,3,0.42485581565376346
重新启动,5,-0.9058878161019195
降低,4,-0.000816738360929839
较慢,2,-0.2805983540285159
闪充,2,0.6441555908207187
下架,3,-0.6226731948808316
现金,5,0.5464344473903815
系统软件,3,-0.05272921169229744
领券,7,1.1338048301922963
再来评,3,0.49153699566366454
这机,3,1.9584315787813609
买后,8,1.4368372234496596
寄回,7,-0.5182361650461995
坏点,4,-0.14837504413044705
扎实,9,2.082232418740381
最棒,4,1.0819371216403884
自定义,6,0.31982620584772786
旗舰版,7,0.7850268226129907
点卡,3,-0.2735771242644254
更大,3,0.23403501490334122
用不惯,3,0.5088959506581023
真棒,4,1.3270714102949708
个手,4,0.2733732106502451
换回来,5,-0.5409239604820419
可以信赖,5,0.7924945748272906
配个,3,0.3759593748777301
会卡顿,2,-0.35409827810510025
差远了,5,0.5293101927226175
要换,4,-0.1660534400615275
质保,9,0.3687453849093051
感觉不好,3,0.2859975181741139
大堆,4,0.24909983209201803
带上,4,0.6927968241668556
最贵,1,-0.19718316033850003
朋友圈,7,0.7254297265907105
某米,3,2.0756981587396273
稍差,2,0.4306873628298412
之作,5,1.7214605990342169
追平,6,0.4643219011486838
验证码,6,0.7302328518257423
极快,4,-0.732670253897841
不二,3,1.3343370741921279
完后,6,-0.1465211209562922
给出,9,0.2885017778841015
噪点,5,-0.04619710721242326
变慢,1,-0.7545853323549705
已用,2,-0.2773697372125309
优惠活动,8,1.9632101032369818
直挺,3,0.9666079385327658
手后,2,-0.07133321530072542
没发,3,0.14882842552876183
快得,4,-0.07453962042118696
防爆膜,5,0.9339301286415823
无卡顿,3,0.875067446308928
夜拍,5,0.5792261108364608
小游戏,5,0.4872951734565266
送错,3,-0.44174299002559886
取件,7,0.03910891845117689
三分,4,0.7233152328638381
台积,0,0
怎么弄,2,-1.7063286736980432
回应,7,0.061157445559392155
太爽了,4,1.8307656456916823
拆机,3,-0.1382889126942064
拆包,4,0.5628975319912659
转接头,4,0.9053615711614493
保修卡,5,-0.4318988443059625
比较稳定,5,0.9216599192796548
比较严重,2,-0.07253792170064088
很灵,2,-0.5614723316326523
新出,4,0.8025160606962357
就够,5,-0.27851366929294585
会有,1,-1.221970468688557
